d,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7308969949,birmingham,5980,2005,acura,tl,,6 cylinders,gas,179721,,automatic,19UUA66295A053616,fwd,,sedan,silver,al
7308952053,birmingham,6980,2013,nissan,juke,,4 cylinders,gas,170273,,automatic,JN8AF5MV7DT221254,,,wagon,red,al
7308932276,birmingham,5980,2006,nissan,murano,,6 cylinders,gas,178388,,automatic,JN8AZ08T36W405014,fwd,,SUV,white,al
7308921874,birmingham,3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,KMHCN46C69U298613,fwd,,sedan,white,al
7308919338,birmingham,2500,1976,chevrolet,malibu classic,,,gas,100,clean,automatic,,,,,,al
7308911222,birmingham,6980,2011,kia,sorento,,6 cylinders,gas,182321,,other,5XYKW4A20BG104807,rwd,,SUV,,al
7308888798,birmingham,6980,2008,toyota,avalon,,6 cylinders,gas,158888,,automatic,4T1BK36B28U302953,fwd,,sedan,silver,al
7308865425,birmingham,6480,2012,jeep,compass,,4 cylinders,gas,180096,,manual,1C4NJCBAXCD724883,fwd,,SUV,white,al
7308854113,birmingham,36590,2019,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222,clean,other,2GTV2LECXK1123316,4wd,,pickup,blue,al
7308848055,birmingham,4250,2003,ford,crown victoria,,8 cylinders,gas,131282,clean,automatic,2FAFP74W93X151315,rwd,,sedan,red,al
7308844860,birmingham,11700,2007,chevrolet,silverado classic,good,8 cylinders,gas,155000,clean,automatic,,4wd,full-size,pickup,black,al
7308842482,birmingham,4980,2007,ford,edge,,6 cylinders,gas,178095,,automatic,2FMDK46C87BA54266,4wd,,sedan,white,al
7308819618,birmingham,29590,2013,gmc,sierra 1500 extended cab slt,good,8 cylinders,gas,37888,clean,other,1GTR1WE01DZ407455,,,pickup,silver,al
7308819340,birmingham,7280,2014,nissan,altima,,4 cylinders,gas,135412,,automatic,1N4AL3AP2EC110391,fwd,,sedan,silver,al
7308796380,birmingham,5980,2010,gmc,terrain,,4 cylinders,gas,208359,,manual,2CTALFEW0A6326745,rwd,,SUV,red,al
7308787250,birmingham,58500,1933,ford,coupe,,,gas,5830,clean,automatic,,,,,black,al
7308785111,birmingham,35590,2011,dodge,challenger srt8 coupe 2d,good,8 cylinders,gas,16796,clean,other,2B3CJ7DJ7BH589702,rwd,,coupe,green,al
7308784873,birmingham,46990,2014,chevrolet,corvette stingray,good,8 cylinders,gas,16966,clean,other,1G1YA3D74E5119018,rwd,,other,white,al
7308773594,birmingham,3999,2006,pontiac,grand prix,,6 cylinders,gas,207238,clean,automatic,2G2WP552061255472,fwd,,sedan,white,al
7308773221,birmingham,5480,2013,chevrolet,captiva sport,,4 cylinders,gas,182711,,automatic,3GNFL3EK8DS506789,fwd,,SUV,grey,al
7308745784,birmingham,34590,2015,gmc,sierra 1500 crew cab sle,good,8 cylinders,gas,35423,clean,automatic,3GTU2UEC2FG198302,4wd,,pickup,,al
7308738418,birmingham,4000,1958,ford,pick up,good,8 cylinders,gas,110000,missing,automatic,,4wd,,,black,al
7308735364,birmingham,35495,,,Series,,4 cylinders,gas,14000,clean,automatic,3MW5R1J08L8B21625,rwd,,sedan,white,al
7308728202,birmingham,6895,1995,gmc,sonoma,good,6 cylinders,gas,186500,clean,automatic,,rwd,mid-size,pickup,red,al
7308723075,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7308717036,birmingham,14141,2017,ram,promaster city cargo van,like new,4 cylinders,gas,102386,clean,automatic,ZFBERFBB3H6D75571,fwd,full-size,van,white,al
7308711653,birmingham,18777,2016,volvo,s60 inscription platinum,like new,4 cylinders,gas,38561,clean,automatic,LYV402FM0GB097320,fwd,mid-size,sedan,silver,al
7308708711,birmingham,5600,2013,dodge,dart,good,4 cylinders,gas,88000,clean,manual,,fwd,compact,sedan,red,al
7308703132,birmingham,24590,2018,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,33036,clean,other,1N6AD0EVXJN750990,4wd,,pickup,black,al
7308701971,birmingham,27988,2020,nissan,altima,,,gas,15139,clean,automatic,1N4BL4FW4LC155761,,,,blue,al
7308701963,birmingham,22488,2020,nissan,rogue,,,gas,17013,clean,automatic,5N1AT2MT8LC710645,fwd,,,green,al
7308701954,birmingham,26500,2019,nissan,rogue sport,,,gas,9975,clean,automatic,JN1BJ1CR1KW311221,,,,red,al
7308699652,birmingham,21977,2017,ford,explorer,,,gas,79265,clean,automatic,1FM5K7D81HGD62474,fwd,,,black,al
7308699640,birmingham,16477,2011,chevrolet,silverado 1500,,,gas,178349,clean,automatic,3GCPKSE31BG274782,4wd,,,silver,al
7308645962,birmingham,34500,2012,bmw,x6,,8 cylinders,gas,53723,clean,automatic,5YMGZ0C57CLK14442,,,,,al
7308630105,birmingham,6500,2003,chevrolet,tahoe z71,like new,8 cylinders,gas,245700,clean,automatic,,4wd,full-size,SUV,silver,al
7308626890,birmingham,7800,2004,gmc,yukon,,,gas,160000,clean,automatic,,,,,,al
7308600575,birmingham,17999,2012,jeep,wrangler,excellent,6 cylinders,gas,125000,clean,automatic,,4wd,full-size,offroad,black,al
7308579912,birmingham,28500,2015,chrysler,town and country tourin,,,gas,49319,clean,automatic,2C4RC1BG6FR595076,,,,,al
7308579144,birmingham,4250,2007,chrysler,pt cruiser,,4 cylinders,gas,94093,clean,automatic,3A8FY68B77T582695,fwd,,sedan,red,al
7308554036,birmingham,3500,2006,ford,freestyle,,6 cylinders,gas,214775,clean,automatic,1FMZK02146GA31559,fwd,,SUV,blue,al
7308522231,birmingham,3850,2003,dodge,durango,,8 cylinders,gas,215604,clean,automatic,1D4HR38N13F620886,rwd,,SUV,blue,al
7308507172,birmingham,20900,2016,toyota,avalon,excellent,6 cylinders,gas,100318,clean,automatic,,rwd,full-size,sedan,silver,al
7308504921,birmingham,5790,2008,cadillac,srx,,6 cylinders,gas,189294,,automatic,1GYEE637880133226,rwd,,SUV,white,al
7308485678,birmingham,4300,2012,kia,soul,,4 cylinders,gas,174053,clean,automatic,KNDJT2A56C7421511,fwd,,wagon,silver,al
7308485634,birmingham,35000,1978,toyota,land cruiser,good,8 cylinders,gas,1000000,clean,manual,,4wd,full-size,SUV,red,al
7308485607,birmingham,6480,2008,buick,enclave,,6 cylinders,gas,183858,,automatic,5GAER23768J133952,rwd,,SUV,,al
7308464555,birmingham,5940,2011,kia,soul,,4 cylinders,gas,163385,,manual,KNDJT2A23B7712004,rwd,,wagon,white,al
7308461993,birmingham,36900,,,olet Express Commercial Cutaway,,8 cylinders,,71931,,automatic,1HA3GTCG1KN000447,rwd,,pickup,white,al
7308450063,birmingham,28500,2019,gmc,acadia,good,6 cylinders,gas,43961,clean,automatic,1GKKNMLS7KZ230331,fwd,full-size,SUV,black,al
7308449579,birmingham,23900,2017,jeep,grand cherokee,good,6 cylinders,gas,50543,clean,automatic,1C4RJEAG6HC782831,rwd,full-size,SUV,black,al
7308441758,birmingham,4980,2011,nissan,murano,,6 cylinders,gas,199524,,manual,JN8AZ1MU0BW050964,rwd,,SUV,silver,al
7308441693,birmingham,3450,2007,ford,taurus,,6 cylinders,gas,164421,clean,automatic,1FAFP53U87A108605,fwd,,sedan,,al
7308417863,birmingham,8980,2011,jeep,grand cherokee,,6 cylinders,,173787,,manual,1J4RS4GG8BC644367,rwd,,SUV,silver,al
7308392571,birmingham,3980,2002,ford,f-150,,8 cylinders,gas,197070,,manual,1FTRF17W42NA41940,rwd,,pickup,white,al
7308392468,birmingham,2800,2006,ford,taurus,,6 cylinders,gas,230108,clean,automatic,1FAFP53U56A238775,fwd,,sedan,white,al
7308367198,birmingham,27900,2014,ram,3500,,8 cylinders,gas,66788,,automatic,3C7WRSCJ7EG281400,rwd,,pickup,white,al
7308365086,birmingham,5480,2013,chevrolet,sonic,,4 cylinders,gas,121954,,automatic,1G1JC5SH2D4143101,fwd,,sedan,red,al
7308337198,birmingham,4980,2010,dodge,grand caravan,,6 cylinders,gas,134819,,manual,2D4RN5D12AR107733,rwd,,van,red,al
7308337068,birmingham,4450,2004,cadillac,srx,,6 cylinders,gas,144850,clean,automatic,1GYDE637940132303,rwd,,SUV,white,al
7308309094,birmingham,0,2009,dodge,journey,,6 cylinders,gas,170013,,manual,3D4GG57VX9T138642,rwd,,SUV,black,al
7308308632,birmingham,49975,1937,ford,,excellent,8 cylinders,gas,13025,clean,automatic,,rwd,full-size,coupe,blue,al
7308306259,birmingham,0,1988,,AM GENERAL HUMMER,good,8 cylinders,diesel,43000,clean,automatic,,4wd,full-size,other,custom,al
7308302315,birmingham,24990,2019,subaru,crosstrek 2.0i premium,good,,gas,12495,clean,other,JF2GTACC1K8284343,,,hatchback,white,al
7308299773,birmingham,6500,1995,ford,mustang,excellent,8 cylinders,gas,119000,clean,automatic,,rwd,,,white,al
7308295742,birmingham,33990,2018,jeep,wrangler unlimited willys,good,6 cylinders,gas,34636,clean,other,1C4BJWDG2JL806552,4wd,,other,white,al
7308295643,birmingham,28590,2017,jeep,wrangler sport suv 2d,good,6 cylinders,gas,37218,clean,other,1C4GJWAG4HL572192,4wd,,other,,al
7308281284,birmingham,3999,2006,honda,accord sedan,,4 cylinders,gas,253076,clean,automatic,3HGCM56406G701183,fwd,,sedan,silver,al
7308280968,birmingham,4980,2010,chevrolet,traverse,,6 cylinders,gas,208122,,manual,1GNLVEED4AS107976,rwd,,SUV,silver,al
7308238538,birmingham,31990,2016,chevrolet,silverado 1500,,8 cylinders,,107597,clean,automatic,3GCUKREC3GG310264,4wd,,pickup,white,al
7308232383,birmingham,39590,2018,jeep,wrangler unlimited all new,good,6 cylinders,gas,21893,clean,other,1C4HJXEGXJW175675,4wd,,SUV,silver,al
7308232382,birmingham,27990,2016,bmw,3 series 340i sedan 4d,good,,gas,46057,clean,other,WBA8B3G53GNT91767,rwd,,sedan,blue,al
7308228384,birmingham,29800,2016,ram,1500,,8 cylinders,gas,43000,clean,automatic,,4wd,,,silver,al
7308204051,birmingham,20870,2019,infiniti,qx30,,,gas,29938,clean,automatic,SJKCH5CP1KA009165,fwd,,,red,al
7308204040,birmingham,45531,2019,toyota,tacoma,,,gas,15295,clean,automatic,5TFCZ5AN0KX185798,4wd,,,black,al
7308204043,birmingham,26988,2018,nissan,pathfinder,,,gas,24274,clean,automatic,5N1DR2MM1JC613563,4wd,,,white,al
7308199884,birmingham,23477,2013,ford,f-150,,,gas,127350,clean,automatic,1FTFW1ET9DKF90680,4wd,,,silver,al
7308199856,birmingham,0,2017,chevrolet,silverado 1500,,,gas,144776,clean,automatic,3GCUKREC9HG322243,4wd,,,black,al
7308179558,birmingham,38590,2014,mercedes-benz,c-class c 63 amg,good,8 cylinders,gas,39558,clean,automatic,WDDGJ7HB1EG206426,rwd,,coupe,black,al
7308137175,birmingham,22795,2015,mercedes-benz,c-class,,4 cylinders,gas,67870,clean,automatic,55SWF4KB4FU020761,,,sedan,silver,al
7308099881,birmingham,7900,1985,mercury,capri,,,gas,89312,clean,automatic,,,,,,al
7308062041,birmingham,9000,1976,alfa-romeo,romeo spider,excellent,4 cylinders,gas,88627,clean,manual,,rwd,mid-size,convertible,white,al
7308060307,birmingham,2999,2007,ford,taurus,,6 cylinders,gas,162029,clean,automatic,1FAFP56U47A197052,fwd,,sedan,blue,al
7308055231,birmingham,6000,1957,chevrolet,belair,good,6 cylinders,gas,80000,clean,manual,,rwd,full-size,,,al
7308031579,birmingham,4425,2004,honda,accord sedan,,4 cylinders,gas,192275,clean,automatic,1HGCM56694A166593,fwd,,sedan,black,al
7308021785,birmingham,13500,2000,jeep,wrangler sport,good,6 cylinders,gas,149980,clean,automatic,1J4FA49S5YP766581,4wd,full-size,SUV,blue,al
7307995502,birmingham,2999,2005,ford,taurus,,6 cylinders,gas,226797,clean,automatic,1FAFP56U35A285359,fwd,,sedan,white,al
7307965551,birmingham,19500,2013,infiniti,qx 56,like new,8 cylinders,gas,119895,clean,automatic,JN8AZ2NE6D9060199,4wd,full-size,SUV,grey,al
7307956167,birmingham,3399,2006,buick,lacrosse,,6 cylinders,gas,160218,clean,automatic,2G4WD582061211256,fwd,,sedan,blue,al
7307946996,birmingham,2700,2005,gmc,envoy,good,6 cylinders,gas,183876,clean,automatic,,rwd,full-size,SUV,white,al
7307919917,birmingham,27995,2017,nissan,nv2500 hd cargo,,,gas,48769,clean,automatic,1N6BF0KY6HN800985,,,,white,al
7307909585,birmingham,3650,2008,kia,rio,,4 cylinders,gas,115124,clean,automatic,KNADE123786319837,fwd,,sedan,silver,al
7307886134,birmingham,24995,2012,ford,f250 xl super duty,,,gas,52377,clean,automatic,1FDBF2A68CEC73003,,,,grey,al
7307884060,birmingham,19950,2009,porsche,boxster,excellent,6 cylinders,gas,80190,clean,automatic,,rwd,,convertible,red,al
7307883751,birmingham,13950,2011,mazda,mx-5 miata grand touring,excellent,4 cylinders,gas,138235,clean,automatic,,rwd,,convertible,red,al
7307883318,birmingham,45950,2014,gmc,sierra 2500hd denali,excellent,8 cylinders,diesel,154289,clean,automatic,,4wd,full-size,truck,black,al
7307882710,birmingham,12950,2007,mazda,mx-5 miata touring,excellent,4 cylinders,gas,90610,clean,automatic,,rwd,,convertible,black,al
7307882262,birmingham,12950,2011,honda,crv ex,excellent,4 cylinders,gas,87994,clean,automatic,,fwd,,SUV,silver,al
7307881901,birmingham,22950,2014,ford,f150 supercrew cab xlt,excellent,8 cylinders,gas,166380,clean,automatic,,4wd,full-size,truck,black,al
7307881605,birmingham,10950,2007,mazda,miata touring,,4 cylinders,gas,57323,clean,automatic,,rwd,,convertible,blue,al
7307881286,birmingham,16950,2007,toyota,tacoma double cab,good,6 cylinders,gas,156792,clean,automatic,,rwd,,truck,white,al
7307874195,birmingham,26875,1999,chevrolet,corvette,,,gas,8902,clean,automatic,1G1YY32G4X5117058,,,convertible,silver,al
7307873798,birmingham,46875,2015,chevrolet,corvette,,,gas,29337,clean,manual,1G1YC2D76F5100671,,,coupe,white,al
7307873613,birmingham,69850,2017,chevrolet,corvette,,,gas,2813,clean,automatic,1G1Y13D72H5109625,rwd,,convertible,blue,al
7307861270,birmingham,199,2017,dodge,charger,,,gas,21737,clean,automatic,,,,,,al
7307859883,birmingham,4499,2010,ford,crown victoria,,8 cylinders,gas,138895,rebuilt,automatic,2FABP7BV0AX106334,rwd,,sedan,white,al
7307843447,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7307807487,birmingham,2200,2001,mitsubishi,montero sport,,6 cylinders,gas,289419,clean,automatic,JA4LS21H31P045380,rwd,,SUV,,al
7307807029,birmingham,7991,2011,dodge,caliber mainstreet,excellent,4 cylinders,gas,93333,clean,automatic,1B3CB3HA1BD297895,fwd,mid-size,hatchback,white,al
7307751877,birmingham,2600,2000,buick,lesabre,,6 cylinders,gas,212061,clean,automatic,1G4HR54K6YU316195,fwd,,,blue,al
7307744591,birmingham,0,2020,nissan,altima,excellent,4 cylinders,gas,9187,clean,automatic,1N4BL4BV4LC252519,fwd,,sedan,silver,al
7307722757,birmingham,6599,2010,toyota,sienna xle,good,6 cylinders,gas,174000,clean,automatic,,fwd,full-size,mini-van,brown,al
7307711584,birmingham,35990,,,500,,8 cylinders,gas,60260,clean,automatic,1C6RR6PT7JS254916,rwd,,pickup,black,al
7307707165,birmingham,4000,2002,toyota,camry,like new,4 cylinders,gas,160000,clean,automatic,,fwd,full-size,sedan,white,al
7307667154,birmingham,13563,2016,hyundai,santa fe sport,,,gas,110157,clean,automatic,5XYZT3LB4GG375018,fwd,,,,al
7307667126,birmingham,17989,2015,toyota,camry,,,gas,65381,clean,automatic,4T1BF1FK8FU931879,fwd,,,,al
7307667141,birmingham,13458,2013,mercedes-benz,glk,,,gas,126863,clean,automatic,WDCGG5HB4DG062912,rwd,,,silver,al
7307662982,birmingham,42977,2017,mercedes-benz,e 400,,,gas,35268,clean,automatic,WDDKK6FF7HF360964,,,,white,al
7307662967,birmingham,18477,2011,toyota,4runner,,,gas,172921,clean,automatic,JTEBU5JR9B5069195,,,,black,al
7307624585,birmingham,2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,,fwd,full-size,sedan,white,al
7307623928,birmingham,2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,,fwd,full-size,sedan,white,al
7307618805,birmingham,32000,2008,,HINO,excellent,,diesel,250000,clean,automatic,,rwd,,,white,al
7307618392,birmingham,0,2016,ford,f450 4x4,,,diesel,0,clean,other,,,,other,white,al
7307617837,birmingham,4500,2000,,BMW528i,excellent,6 cylinders,gas,256000,clean,automatic,,rwd,full-size,sedan,custom,al
7307598882,birmingham,26495,2017,mercedes-benz,c-class,,4 cylinders,gas,27443,clean,automatic,55SWF4KB6HU188159,,,sedan,white,al
7307597799,birmingham,0,2014,ram,,,,diesel,0,clean,automatic,,,,other,white,al
7307511064,birmingham,1950,1999,dodge,caravan,,6 cylinders,,227794,clean,automatic,1B4GP44G7XB827417,fwd,,van,,al
7307500655,birmingham,9800,2010,cadillac,srx luxury,good,6 cylinders,gas,132815,clean,automatic,3GYFNAEY1AS620988,fwd,full-size,SUV,black,al
7307496138,birmingham,5600,2008,toyota,camry,good,4 cylinders,diesel,133244,clean,automatic,,fwd,mid-size,sedan,grey,al
7307456879,birmingham,0,2013,ford,mustang,,6 cylinders,gas,0,clean,automatic,1ZVBP8AM5D5269363,rwd,,coupe,white,al
7307452808,birmingham,8950,2011,ford,f-150,excellent,6 cylinders,gas,164000,clean,automatic,1FTMF1CM6BKD55331,fwd,full-size,truck,white,al
7307390193,birmingham,3999,2009,volvo,s60,,5 cylinders,gas,182005,clean,automatic,YV1RS592192724102,fwd,,,silver,al
7307385521,birmingham,12995,2016,chrysler,200,,,gas,72754,clean,automatic,1C3CCCBBXGN146315,,,,black,al
7307379785,birmingham,21900,2011,chevrolet,camaro 2ss,good,8 cylinders,gas,93096,clean,automatic,2G1FK3DJ2B9171780,rwd,full-size,convertible,blue,al
7307374766,birmingham,6980,2009,dodge,journey sxt,,,gas,170000,clean,automatic,,,,,,al
7307371745,birmingham,8990,2011,jeep,grand cherokee laredo,,,gas,173000,clean,automatic,,,,,,al
7307330565,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7307330380,birmingham,3500,2003,,Chevelet Venture,good,6 cylinders,gas,230000,clean,automatic,,rwd,mid-size,mini-van,red,al
7307311249,birmingham,3550,2008,dodge,caliber,,4 cylinders,gas,127083,rebuilt,automatic,1B3HB48B38D578805,fwd,,hatchback,black,al
7307305180,birmingham,31500,2019,ford,f150,,6 cylinders,gas,106054,clean,automatic,,4wd,,,white,al
7307300061,birmingham,22900,2016,ford,transit t250,,6 cylinders,gas,95900,clean,automatic,,rwd,,,white,al
7307298639,birmingham,21800,2018,ford,f150,,8 cylinders,gas,143603,clean,automatic,,4wd,,,silver,al
7307297248,birmingham,27900,2018,ford,f250,,8 cylinders,gas,159911,clean,automatic,,4wd,,,white,al
7307259540,birmingham,16500,2018,ford,fusion,,4 cylinders,gas,58059,clean,other,3FA6P0HD9JR228700,fwd,,sedan,red,al
7307259264,birmingham,18897,2012,bmw,535i,,6 cylinders,gas,105766,clean,other,WBAFR7C54CC813857,rwd,,sedan,grey,al
7307252414,birmingham,32990,2018,ford,f150 super cab xlt pickup,good,,other,11360,clean,other,1FTEX1CP3JFA35355,,,pickup,white,al
7307246197,birmingham,46990,2020,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,28552,clean,other,1GKS1BKC9LR212585,,,other,white,al
7307246045,birmingham,21990,2017,gmc,acadia sle-1 sport utility,good,,gas,48959,clean,other,1GKKNKLA4HZ273691,fwd,,SUV,white,al
7307246117,birmingham,33590,2020,chevrolet,silverado 1500 double,good,6 cylinders,other,15591,clean,other,1GCRYAEH3LZ179610,4wd,,pickup,white,al
7307225699,birmingham,3799,2002,chevrolet,tahoe,,8 cylinders,gas,200121,clean,automatic,1GNEC13VX2R119190,rwd,,SUV,white,al
7307219629,birmingham,0,2019,ford,fiesta,excellent,4 cylinders,gas,45056,clean,automatic,3FADP4EJ4KM111422,fwd,,hatchback,white,al
7307207503,birmingham,64900,,,500,,6 cylinders,diesel,12338,,automatic,3C63RRHL0LG260671,4wd,,pickup,white,al
7307201540,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7307188227,birmingham,21990,2014,lincoln,navigator,,8 cylinders,gas,106148,clean,automatic,5LMJJ2J51EEL01631,4wd,,SUV,black,al
7307181623,birmingham,34990,2020,ford,f150 super cab xlt pickup,good,6 cylinders,gas,12562,clean,other,1FTEX1CB6LKF00239,,,pickup,,al
7307143599,birmingham,19990,2020,nissan,versa,,,gas,6591,clean,automatic,3N1CN8FV7LL800790,fwd,,,black,al
7307143581,birmingham,26990,2020,nissan,frontier,,,gas,323,clean,automatic,1N6ED0CE8LN726078,rwd,,,red,al
7307143591,birmingham,31988,2019,nissan,murano,,,gas,15566,clean,automatic,5N1AZ2MJ9KN124875,fwd,,,blue,al
7307140169,birmingham,7977,2007,toyota,camry solara,,,gas,117148,clean,automatic,4T1FA38P57U127626,fwd,,,red,al
7307140075,birmingham,13477,2008,chevrolet,tahoe,,,gas,148789,clean,automatic,1GNFK13098R141704,4wd,,,silver,al
7307115835,birmingham,47590,2020,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,26215,clean,other,1GKS1BKC4LR250130,,,SUV,white,al
7307098820,birmingham,10000,1970,volvo,,,,gas,99999,clean,manual,,,,,,al
7307082685,birmingham,2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,,fwd,full-size,sedan,white,al
7307081360,birmingham,48990,,,Gladiator,,6 cylinders,gas,5792,clean,automatic,1C6HJTFG6LL106890,4wd,,pickup,black,al
7307067929,birmingham,22900,2018,nissan,frontier,good,4 cylinders,gas,14570,clean,automatic,1N6BD0CT3JN730151,rwd,full-size,truck,custom,al
